"m","n","lambda","k_min_mean","k_min_sd","k_min_se","k_ave_mean","k_ave_sd","k_ave_se","k_m2_mean","k_m2_sd","k_m2_se","A_mean","A_sd","A_se","B_mean","B_sd","B_se","phi_lambda_mean","phi_lambda_sd","phi_lambda_se","elapsed_sec_mean","elapsed_sec_sd","elapsed_sec_se","n_iter_mean","n_iter_sd","n_iter_se","n_runs"
5,20,0.9,2,0,0,5.26315789473684,0,0,31.2789473684211,0.0863644211355655,0.0193116716496544,0.25,0,0,0.956937172774869,0.006443418854355,0.00144079225658416,0.320693717277487,0.000644341885435506,0.000144079225658417,0.0403999999999983,0.00609918027279038,0.0013638181696985,6000,0,0,20
5,20,1,2,0,0,5.26315789473684,0,0,31.7673684210526,0.182189947164867,0.0407389106677739,0.25,0,0,0.920497382198953,0.0135927054821956,0.00303942134563235,0.25,0,0,0.0415000000000002,0.00751489748503103,0.00168038216204716,6000,0,0,20
5,25,0,1.15,0.366347548532523,0.0819178021909125,5.2,0,0,30.721,0.0318824595674515,0.00712913468827101,0.0375,0.0915868871331308,0.0204794505477281,0.974071163037706,0.00243817003596019,0.000545191394111008,0.974071163037706,0.00243817003596019,0.000545191394111008,0.0593999999999991,0.0112689606301651,0.0025198162004818,6000,0,0,20
5,25,0.1,2,0,0,5.2,0,0,30.8713333333333,0.086358426211793,0.0193103311439469,0.25,0,0,0.962574614976102,0.00660414942883601,0.00147673270564437,0.891317153478492,0.0059437344859524,0.00132905943507993,0.0616499999999995,0.0109413508258669,0.00244656042123119,6000,0,0,20
5,25,0.2,1.95,0.223606797749979,0.05,5.2,0,0,30.8283333333333,0.116716781216515,0.0260986656915098,0.2375,0.0559016994374947,0.0125,0.965862984599044,0.00892576553116206,0.00199586184789029,0.820190387679235,0.0121468305106844,0.00271611387330589,0.06455,0.0193403722818353,0.00432463871323363,6000,0,0,20
5,25,0.3,1.95,0.223606797749979,0.05,5.2,0,0,30.885,0.104021477764245,0.0232599095400834,0.2375,0.0559016994374947,0.0125,0.961529474243229,0.00795490854915093,0.00177877162706957,0.74432063197026,0.0161068384215445,0.00360159856131789,0.0618000000000003,0.0120332871651943,0.00269072480941502,6000,0,0,20
5,25,0.4,2,0,0,5.2,0,0,30.9076666666667,0.21913466179498,0.049,0.25,0,0,0.959796070100903,0.0167580410507048,0.00374721189591078,0.675877642060542,0.0100548246304229,0.00224832713754647,0.0602000000000009,0.0095454591023018,0.00213442954291909,6000,0,0,20
5,25,0.5,2,0,0,5.2,0,0,30.8563333333333,0.122764930131432,0.0274510729026895,0.25,0,0,0.963721720658524,0.009388289930391,0.0020992854476831,0.606860860329262,0.00469414496519551,0.00104964272384155,0.0592000000000009,0.0114183600997887,0.00255322293746988,6000,0,0,20
5,25,0.6,2,0,0,5.2,0,0,30.8856666666667,0.153009192094779,0.034213895470625,0.25,0,0,0.961478491768454,0.0117011809143113,0.00261646359414233,0.534591396707382,0.00468047236572453,0.00104658543765693,0.0620499999999992,0.011780782745865,0.00263426310479108,6000,0,0,20
5,25,0.7,1.95,0.223606797749979,0.05,5.2,0,0,30.834,0.108102182546631,0.0241723828690358,0.2375,0.0559016994374947,0.0125,0.965429633563462,0.00826697519209498,0.00184855184978288,0.455878890069039,0.0384807752361195,0.00860456292548536,0.0664999999999995,0.0205490427488667,0.00459490564590152,6000,0,0,20
